OrderID,Discount,UnitPrice,ShippingCost,CustomerID,CustomerName,ShipMode,ProductCategory,ProductSubCategory,ProductName,Region,State,City,PostalCode,OrderDate,ShipDate,Profit,Sales,Year,Month,Day
13988,0.04,11.97,4.98,2190,Marvin Patrick,Express Air,Office Supplies,Appliances,Staples 6 Outlet Surge,Central,Michigan,Detroit,48227,2013/8/1,2013/8/2,-2.24,472.62,2013,8,1
14241,0.03,11.55,2.36,2190,Marvin Patrick,Regular Air,Office Supplies,Pens & Art Supplies,Newell 309,Central,Michigan,Detroit,48227,2013/6/14,2013/6/15,48.86,395.45,2013,6,14
43523,0.04,5.98,5.46,198,Leroy Blanchard,Regular Air,Office Supplies,Paper,Xerox 1983,Central,Michigan,Detroit,48138,2013/5/23,2013/5/25,-97.23,383.98,2013,5,23
13988,0.01,4.95,5.32,2190,Marvin Patrick,Regular Air,Furniture,Office Furnishings,"Eldon? 300 Class? Desk Accessories, Black",Central,Michigan,Detroit,48227,2013/8/1,2013/8/2,-59.71,360.54,2013,8,1
13507,0.09,6.78,6.18,198,Leroy Blanchard,Regular Air,Office Supplies,Paper,Strathmore Photo Mount Cards,Central,Michigan,Detroit,48138,2013/12/29,2013/12/30,-75.71,352.2,2013,12,29
16422,0.02,10.23,4.68,373,Jeanne Werner,Regular Air,Office Supplies,"Scissors, Rulers and Trimmers",Acme? Box Cutter Scissors,Central,Michigan,Detroit,48234,2012/10/9,2012/10/11,-24.492,343,2012,10,9
26373,0.08,40.98,5.33,198,Leroy Blanchard,Regular Air,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,Central,Michigan,Detroit,48138,2011/7/22,2011/7/25,2.3,325.81,2011,7,22
47399,0,5.28,2.99,2756,Ruth McConnell Young,Regular Air,Office Supplies,Binders and Binder Accessories,"Wilson Jones 1"" Hanging DublLock? Ring Binders",Central,Michigan,Detroit,48205,2013/8/1,2013/8/1,5.6695,291.52,2013,8,1
28868,0.05,6.48,8.73,198,Leroy Blanchard,Regular Air,Office Supplies,Paper,Xerox 227,Central,Michigan,Detroit,48138,2013/4/5,2013/4/6,-142.3,204.49,2013,4,5
89044,0.02,11.97,4.98,1975,Jennifer Grant,Regular Air,Office Supplies,Appliances,Staples 6 Outlet Surge,Central,Michigan,Detroit,48227,2013/7/9,2013/7/11,-19.81776,155.77,2013,7,9
89044,0.08,9.48,7.29,1975,Jennifer Grant,Express Air,Furniture,Office Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Central,Michigan,Detroit,48227,2013/7/9,2013/7/12,-91.3368,134.06,2013,7,9
23140,0.02,7.08,2.35,2190,Marvin Patrick,Regular Air,Office Supplies,Pens & Art Supplies,SANFORD Major Accent? Highlighters,Central,Michigan,Detroit,48227,2013/2/8,2013/2/8,11.69,116.69,2013,2,8
24193,0.02,4.28,5.17,373,Jeanne Werner,Regular Air,Office Supplies,Paper,Xerox 1971,Central,Michigan,Detroit,48234,2010/3/14,2010/3/15,-63.87,109.86,2010,3,14
89046,0.03,8.12,2.83,1975,Jennifer Grant,Regular Air,Technology,Computer Peripherals,"Imation Neon Mac Format Diskettes, 10/Pack",Central,Michigan,Detroit,48227,2013/9/23,2013/9/24,-43.8748,65.06,2013,9,23
5504,0.06,5.78,7.64,198,Leroy Blanchard,Express Air,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),Central,Michigan,Detroit,48138,2013/1/5,2013/1/7,-32.528,57.81,2013,1,5
89045,0.03,3.78,0.71,1975,Jennifer Grant,Regular Air,Office Supplies,Rubber Bands,Staples Bulldog Clip,Central,Michigan,Detroit,48227,2013/7/28,2013/7/30,35.6868,51.72,2013,7,28
89044,0.03,5.98,5.79,1975,Jennifer Grant,Regular Air,Office Supplies,Paper,Xerox 1903,Central,Michigan,Detroit,48227,2013/7/9,2013/7/11,-11.74656,7.71,2013,7,9
89422,0.03,880.98,44.55,3074,Theresa Stephens,Delivery Truck,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",South,Arkansas,Fayetteville,72701,2012/11/19,2012/11/24,7.938,25029.79,2012,11,19
89418,0.07,70.98,59.81,3074,Theresa Stephens,Delivery Truck,Furniture,Chairs & Chairmats,"Situations Contoured Folding Chairs, 4/Set",South,Arkansas,Fayetteville,72701,2011/2/26,2011/2/26,-2045.078,838.78,2011,2,26
89418,0.06,82.99,5.5,3074,Theresa Stephens,Regular Air,Technology,Computer Peripherals,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",South,Arkansas,Fayetteville,72701,2011/2/26,2011/3/3,-344.848,758.26,2011,2,26
86968,0.1,31.76,45.51,1574,Sherry Hurley,Delivery Truck,Furniture,Tables,Hon iLevel? Computer Training Table,South,North Carolina,Fayetteville,28314,2012/5/4,2012/5/5,-12.18,425.88,2012,5,4
86966,0.07,20.95,5.99,1574,Sherry Hurley,Regular Air,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",South,North Carolina,Fayetteville,28314,2010/8/9,2010/8/10,27.234,391.4,2010,8,9
86341,0.06,28.48,1.99,1695,Debra Cochran,Express Air,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",South,Arkansas,Fayetteville,72701,2012/6/11,2012/6/11,-755.426,264.3,2012,6,11
86971,0.01,19.98,8.68,1574,Sherry Hurley,Regular Air,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,South,North Carolina,Fayetteville,28314,2013/2/14,2013/2/15,-43.736,256.19,2013,2,14
86969,0.06,11.7,5.63,1574,Sherry Hurley,Regular Air,Office Supplies,Binders and Binder Accessories,Fellowes Binding Cases,South,North Carolina,Fayetteville,28314,2012/5/18,2012/5/20,-9.394,202.23,2012,5,18
86968,0.05,14.42,6.75,1574,Sherry Hurley,Express Air,Office Supplies,Appliances,Holmes Odor Grabber,South,North Carolina,Fayetteville,28314,2012/5/4,2012/5/6,146.67,150.3,2012,5,4
86342,0.02,6.68,5.41,1695,Debra Cochran,Express Air,Office Supplies,Paper,Xerox 195,South,Arkansas,Fayetteville,72701,2012/8/1,2012/8/3,767.07,141.83,2012,8,1
86969,0.08,4.98,7.44,1574,Sherry Hurley,Regular Air,Office Supplies,Paper,Xerox 1922,South,North Carolina,Fayetteville,28314,2012/5/18,2012/5/19,-71.988,77.02,2012,5,18
86969,0.06,5.28,5.57,1574,Sherry Hurley,Regular Air,Office Supplies,Paper,Xerox 1981,South,North Carolina,Fayetteville,28314,2012/5/18,2012/5/20,5240.928,59.44,2012,5,18
89420,0.05,4.28,6.18,3074,Theresa Stephens,Express Air,Office Supplies,Paper,Xerox 1980,South,Arkansas,Fayetteville,72701,2011/6/25,2011/6/27,-11.592,18.43,2011,6,25
89418,0.02,1.95,1.63,3074,Theresa Stephens,Regular Air,Office Supplies,Pens & Art Supplies,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",South,Arkansas,Fayetteville,72701,2011/2/26,2011/3/3,1145.418,16.93,2011,2,26
87466,0.04,8.46,8.99,172,Norman Sawyer,Regular Air,Technology,Computer Peripherals,"Imation 3.5 IBM Diskettes, 10/Box",Central,Texas,Gainesville,76240,2011/7/14,2011/7/16,-380.2,120.87,2011,7,14
87467,0,4.98,7.44,172,Norman Sawyer,Regular Air,Office Supplies,Paper,Xerox 1922,Central,Texas,Gainesville,76240,2013/1/12,2013/1/15,-140.5168,37.83,2013,1,12
88361,0.07,10.06,2.06,188,Alex Harrell,Regular Air,Office Supplies,Paper,Riverleaf Stik-Withit? Designer Note Cubes?,Central,Texas,Gainesville,76240,2010/11/22,2010/11/22,152.6556,221.24,2010,11,22
88361,0.07,1.68,1.57,188,Alex Harrell,Regular Air,Office Supplies,Pens & Art Supplies,Newell 323,Central,Texas,Gainesville,76240,2010/11/22,2010/11/23,7.15,46.65,2010,11,22
88281,0.03,142.86,19.99,2859,Brad H Blake,Regular Air,Office Supplies,Storage & Organization,Letter Size Cart,South,Florida,Gainesville,32601,2010/10/1,2010/10/3,-8.3881,3292.02,2010,10,1
88283,0.01,880.98,44.55,2859,Brad H Blake,Delivery Truck,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",South,Florida,Gainesville,32601,2011/8/15,2011/8/17,65.9016,9157.79,2011,8,15
88286,0.02,599.99,24.49,2859,Brad H Blake,Regular Air,Technology,Copiers and Fax,Canon PC1080F Personal Copier,South,Florida,Gainesville,32601,2012/9/2,2012/9/4,431.556,3175.15,2012,9,2
88289,0.05,236.97,59.24,2859,Brad H Blake,Delivery Truck,Furniture,Tables,Chromcraft Rectangular Conference Tables,South,Florida,Gainesville,32601,2013/2/6,2013/2/8,-45.64,2879,2013,2,6
88291,0.01,1.76,0.7,2859,Brad H Blake,Express Air,Office Supplies,Pens & Art Supplies,Newell 310,South,Florida,Gainesville,32601,2013/6/27,2013/6/29,143.5482,37.65,2013,6,27
88292,0.01,14.81,13.32,2859,Brad H Blake,Regular Air,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",South,Florida,Gainesville,32601,2013/9/12,2013/9/19,-0.994,377.15,2013,9,12
88292,0.07,20.24,6.67,2859,Brad H Blake,Regular Air,Furniture,Office Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",South,Florida,Gainesville,32601,2013/9/12,2013/9/19,-80.5574,157.15,2013,9,12
86294,0.05,49.99,19.99,2901,Shawn E Craig,Express Air,Technology,Computer Peripherals,US Robotics 56K V.92 Internal PCI Faxmodem,South,Georgia,Gainesville,30501,2011/12/12,2011/12/13,-633.3404,434.52,2011,12,12
88253,0.02,6.68,7.3,3116,Justin Hull,Regular Air,Office Supplies,Paper,Xerox 1959,South,Georgia,Gainesville,30501,2011/1/8,2011/1/10,-47.726,75.36,2011,1,8
88254,0.1,55.99,1.25,3116,Justin Hull,Regular Air,Technology,Telephones and Communication,Accessory32,South,Georgia,Gainesville,30501,2011/1/30,2011/2/1,-117.544,524.27,2011,1,30
88254,0.08,115.99,2.5,3116,Justin Hull,Regular Air,Technology,Telephones and Communication,StarTAC 7797,South,Georgia,Gainesville,30501,2011/1/30,2011/2/1,-74.61468,824.5,2011,1,30
88255,0,5.78,5.67,3116,Justin Hull,Regular Air,Office Supplies,Paper,Xerox 1978,South,Georgia,Gainesville,30501,2012/8/15,2012/8/16,988.6482,80.98,2012,8,15
89137,0,5.08,2.03,3217,Victor McAllister,Regular Air,Furniture,Office Furnishings,"Master Caster Door Stop, Brown",South,Georgia,Gainesville,30501,2013/8/18,2013/8/20,8.346,105.69,2013,8,18
91256,0,6783.02,24.49,35,Milton Bland,Regular Air,Technology,Office Machines,Polycom ViewStation? ISDN Videoconferencing Unit,West,Oregon,Gresham,97030,2012/11/27,2012/11/28,2396.87958,21366.51,2012,11,27
89208,0.05,70.98,30,33,Ricky Hensley,Delivery Truck,Furniture,Chairs & Chairmats,Novimex High-Tech Fabric Mesh Task Chair,West,Oregon,Gresham,97030,2013/8/16,2013/8/18,-162.15032,640.97,2013,8,16
91257,0.07,65.99,3.99,35,Milton Bland,Regular Air,Technology,Telephones and Communication,StarTAC 7760,West,Oregon,Gresham,97030,2013/5/28,2013/6/2,165.501,394.37,2013,5,28
89201,0.03,4.24,5.41,33,Ricky Hensley,Regular Air,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,West,Oregon,Gresham,97030,2010/6/15,2010/6/17,-84.4376,58.68,2010,6,15
89201,0.04,2.94,0.7,33,Ricky Hensley,Regular Air,Office Supplies,Pens & Art Supplies,Newell 338,West,Oregon,Gresham,97030,2010/6/15,2010/6/16,24.312,53.1,2010,6,15
89208,0.05,4.98,4.7,33,Ricky Hensley,Regular Air,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),West,Oregon,Gresham,97030,2013/8/16,2013/8/18,-14.99264,46.63,2013,8,16
89205,0.05,4.82,5.24,33,Ricky Hensley,Regular Air,Office Supplies,Binders and Binder Accessories,Wilson Jones Turn Tabs Binder Tool for Ring Binders,West,Oregon,Gresham,97030,2012/1/26,2012/1/27,-75.12168,24.27,2012,1,26
88294,0.03,699.99,24.49,2861,Dwight Robinson,Regular Air,Technology,Copiers and Fax,Canon PC1060 Personal Laser Copier,Central,Kansas,Hays,67601,2013/11/27,2013/11/30,2059.19024,18712.97,2013,11,27
91397,0.03,89.99,42,2951,Jordan Womble,Delivery Truck,Furniture,Chairs & Chairmats,"Global Leather Task Chair, Black",Central,Kansas,Hays,67601,2010/8/15,2010/8/18,-230.9528,1809.75,2010,8,15
91397,0.07,42.98,4.62,2951,Jordan Womble,Express Air,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,Central,Kansas,Hays,67601,2010/8/15,2010/8/17,565.386,819.4,2010,8,15
88287,0.03,49.99,19.99,2861,Dwight Robinson,Regular Air,Technology,Computer Peripherals,Zoom V.92 USB External Faxmodem,Central,Kansas,Hays,67601,2013/1/1,2013/1/8,253.0572,627.95,2013,1,1
91399,0.03,16.99,8.99,2951,Jordan Womble,Regular Air,Office Supplies,Pens & Art Supplies,Berol Giant Pencil Sharpener,Central,Kansas,Hays,67601,2011/9/7,2011/9/14,-70.54,353.47,2011,9,7
88293,0.06,51.75,19.99,2861,Dwight Robinson,Regular Air,Furniture,Office Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Central,Kansas,Hays,67601,2013/11/10,2013/11/11,186.0309,269.61,2013,11,10
91402,0.03,20.95,4,2951,Jordan Womble,Regular Air,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Central,Kansas,Hays,67601,2013/8/15,2013/8/17,53.63128,241.19,2013,8,15
88280,0.05,20.99,4.81,2861,Dwight Robinson,Regular Air,Technology,Telephones and Communication,1726 Digital Answering Machine,Central,Kansas,Hays,67601,2010/8/28,2010/8/29,4.90176,199.43,2010,8,28
88295,0.06,6.48,8.73,2861,Dwight Robinson,Regular Air,Office Supplies,Paper,Xerox 227,Central,Kansas,Hays,67601,2013/12/4,2013/12/7,-62.34144,114.01,2013,12,4
88293,0.1,65.99,3.99,2861,Dwight Robinson,Express Air,Technology,Telephones and Communication,StarTAC 7760,Central,Kansas,Hays,67601,2013/11/10,2013/11/12,45.3675,65.75,2013,11,10
88290,0.03,7.28,3.52,2861,Dwight Robinson,Regular Air,Technology,Computer Peripherals,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",Central,Kansas,Hays,67601,2013/3/23,2013/3/23,-72.43,65.1,2013,3,23
91401,0.07,1.88,1.49,2951,Jordan Womble,Regular Air,Office Supplies,Binders and Binder Accessories,Staples? General Use 3-Ring Binders,Central,Kansas,Hays,67601,2012/11/15,2012/11/17,4.1308,60.11,2012,11,15
88287,0.08,3.98,2.97,2861,Dwight Robinson,Regular Air,Office Supplies,Paper,Unpadded Memo Slips,Central,Kansas,Hays,67601,2013/1/1,2013/1/6,-47.4052,52.61,2013,1,1
89235,0.04,500.98,28.14,2453,George Yates,Delivery Truck,Technology,Office Machines,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",South,Alabama,Homewood,35209,2013/11/19,2013/11/21,366.858,19882.09,2013,11,19
89224,0.01,122.99,70.2,2453,George Yates,Delivery Truck,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",South,Alabama,Homewood,35209,2011/12/17,2011/12/18,-525.896,2485.59,2011,12,17
89226,0.01,10.23,4.68,2453,George Yates,Regular Air,Office Supplies,"Scissors, Rulers and Trimmers",Acme? Box Cutter Scissors,South,Alabama,Homewood,35209,2012/4/23,2012/4/28,-21.6384,106.67,2012,4,23
89230,0.03,25.38,8.99,2453,George Yates,Regular Air,Furniture,Office Furnishings,"Executive Impressions 13"" Chairman Wall Clock",South,Alabama,Homewood,35209,2013/5/6,2013/5/8,45.006,51.81,2013,5,6
89223,0,1.14,0.7,2453,George Yates,Regular Air,Office Supplies,Rubber Bands,OIC Thumb-Tacks,South,Alabama,Homewood,35209,2011/8/25,2011/8/27,-69.0851,2.66,2011,8,25
48643,0.06,808.49,55.3,1999,Priscilla Kane,Delivery Truck,Technology,Office Machines,"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers",Central,Texas,Houston,77070,2013/10/18,2013/10/20,2636.01,18998.54,2013,10,18
50721,0.04,304.99,19.99,1630,Jimmy Han,Regular Air,Office Supplies,Binders and Binder Accessories,Ibico Hi-Tech Manual Binding System,Central,Texas,Houston,77095,2013/2/27,2013/3/1,3793.703,9758.7,2013,2,27
43745,0.02,54.48,0.99,1999,Priscilla Kane,Regular Air,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster? Power Centers,Central,Texas,Houston,77070,2011/11/1,2011/11/1,946.7,8262.68,2011,11,1
46565,0.05,300.65,24.49,1999,Priscilla Kane,Express Air,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Central,Texas,Houston,77070,2012/6/22,2012/6/22,1196.72,7623.31,2012,6,22
10982,0.05,122.99,19.99,3106,Alexander O'Brien,Regular Air,Office Supplies,Binders and Binder Accessories,GBC Therma-A-Bind 250T Electric Binding System,Central,Texas,Houston,77041,2013/12/10,2013/12/12,1236.359,7330.82,2013,12,10
50433,0.1,145.45,17.85,1630,Jimmy Han,Delivery Truck,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Central,Texas,Houston,77095,2013/1/19,2013/1/21,432.66,7291.41,2013,1,19
91291,0.01,896.99,19.99,2365,Elisabeth Stephenson,Regular Air,Office Supplies,Binders and Binder Accessories,GBC DocuBind TL300 Electric Binding System,Central,Texas,Houston,77036,2012/10/18,2012/10/19,4417.8147,6402.63,2012,10,18
48643,0,65.99,8.99,1999,Priscilla Kane,Regular Air,Technology,Telephones and Communication,StarTAC Analog,Central,Texas,Houston,77070,2013/10/18,2013/10/20,583.497,6082.35,2013,10,18
12900,0.08,306.14,26.53,1999,Priscilla Kane,Delivery Truck,Technology,Office Machines,Okidata ML184 Turbo Dot Matrix Printers,Central,Texas,Houston,77070,2011/5/3,2011/5/5,308.22,5916.75,2011,5,3
548,0.04,125.99,4.2,3106,Alexander O'Brien,Regular Air,Technology,Telephones and Communication,V3682,Central,Texas,Houston,77041,2010/9/20,2010/9/22,510.489,4976.92,2010,9,20
43745,0.04,50.98,6.5,1999,Priscilla Kane,Regular Air,Technology,Computer Peripherals,Microsoft Natural Multimedia Keyboard,Central,Texas,Houston,77070,2011/11/1,2011/11/3,27.51,4630.26,2011,11,1
43745,0.02,45.99,2.5,1999,Priscilla Kane,Regular Air,Technology,Telephones and Communication,T61,Central,Texas,Houston,77070,2011/11/1,2011/11/1,303.3,4259.27,2011,11,1
6180,0.01,65.99,3.99,3106,Alexander O'Brien,Regular Air,Technology,Telephones and Communication,StarTAC 7760,Central,Texas,Houston,77041,2012/4/11,2012/4/13,590.319,2720.99,2012,4,11
42369,0.01,17.48,1.99,2567,Dolores Vincent,Regular Air,Technology,Computer Peripherals,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",Central,Texas,Houston,77070,2013/8/5,2013/8/6,274.98,1572.52,2013,8,5
16098,0.09,24.95,2.99,2567,Dolores Vincent,Regular Air,Office Supplies,Binders and Binder Accessories,Large Capacity Hanging Post Binders,Central,Texas,Houston,77070,2013/7/21,2013/7/23,333.5315,1411.9,2013,7,21
90113,0.02,195.99,8.99,2274,Marlene Harrison,Regular Air,Technology,Telephones and Communication,A1228,Central,Texas,Houston,77036,2012/12/7,2012/12/8,466.641,1397.5,2012,12,7
90113,0.07,150.98,143.71,2274,Marlene Harrison,Delivery Truck,Furniture,Chairs & Chairmats,"Global Airflow Leather Mesh Back Chair, Black",Central,Texas,Houston,77036,2012/12/7,2012/12/9,175.845,1362.66,2012,12,7
46565,0.1,17.67,8.99,1999,Priscilla Kane,Regular Air,Furniture,Office Furnishings,"Executive Impressions 12"" Wall Clock",Central,Texas,Houston,77070,2012/6/22,2012/6/23,-25.27,1334.87,2012,6,22
90113,0.07,125.99,7.69,2274,Marlene Harrison,Regular Air,Technology,Telephones and Communication,Timeport L7089,Central,Texas,Houston,77036,2012/12/7,2012/12/9,496.935,1333.58,2012,12,7
10982,0.02,18.94,1.49,3106,Alexander O'Brien,Regular Air,Office Supplies,Binders and Binder Accessories,Flexible Leather- Look Classic Collection Ring Binder,Central,Texas,Houston,77041,2013/12/10,2013/12/11,225.199,1076.54,2013,12,10
388,0.06,11.7,6.96,1630,Jimmy Han,Regular Air,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,Central,Texas,Houston,77095,2013/12/15,2013/12/18,-94.73,1035.86,2013,12,15
46565,0.01,64.65,35,1999,Priscilla Kane,Regular Air,Office Supplies,Storage & Organization,Space Solutions Commercial Steel Shelving,Central,Texas,Houston,77070,2012/6/22,2012/6/24,-255.55,922.2,2012,6,22
12900,0.08,12.64,4.98,1999,Priscilla Kane,Regular Air,Furniture,Office Furnishings,Nu-Dell Executive Frame,Central,Texas,Houston,77070,2011/5/3,2011/5/4,100.04,915.6,2011,5,3
91292,0.1,64.65,35,2365,Elisabeth Stephenson,Regular Air,Office Supplies,Storage & Organization,Space Solutions Commercial Steel Shelving,Central,Texas,Houston,77036,2012/12/21,2012/12/28,-444.035,908.33,2012,12,21
32065,0.09,17.98,8.51,1999,Priscilla Kane,Regular Air,Technology,Office Machines,Canon P1-DHIII Palm Printing Calculator,Central,Texas,Houston,77070,2012/12/2,2012/12/3,-12.3453,900.56,2012,12,2
43745,0.08,6.68,6.15,1999,Priscilla Kane,Regular Air,Office Supplies,Paper,Xerox 1968,Central,Texas,Houston,77070,2011/11/1,2011/11/3,-106.21,883.63,2011,11,1
91291,0.02,29.89,1.99,2365,Elisabeth Stephenson,Regular Air,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Central,Texas,Houston,77036,2012/10/18,2012/10/20,447.074,703.01,2012,10,18
16098,0.06,14.98,8.99,2567,Dolores Vincent,Regular Air,Furniture,Office Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",Central,Texas,Houston,77070,2013/7/21,2013/7/25,50.59,666.4,2013,7,21
43745,0.07,25.98,5.37,1999,Priscilla Kane,Regular Air,Office Supplies,Appliances,3M Office Air Cleaner,Central,Texas,Houston,77070,2011/11/1,2011/11/8,-15.17,437.21,2011,11,1
548,0.02,6.48,5.9,3106,Alexander O'Brien,Regular Air,Office Supplies,Paper,Xerox 1976,Central,Texas,Houston,77041,2010/9/20,2010/9/21,-50.64,370.91,2010,9,20
90113,0.01,17.98,8.51,2274,Marlene Harrison,Regular Air,Technology,Office Machines,Canon P1-DHIII Palm Printing Calculator,Central,Texas,Houston,77036,2012/12/7,2012/12/9,41.46,363.82,2012,12,7
58820,0.01,12.2,6.02,2567,Dolores Vincent,Regular Air,Furniture,Office Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,Central,Texas,Houston,77070,2011/2/27,2011/3/4,61.51,307.49,2011,2,27
90109,0.05,23.99,15.68,2274,Marlene Harrison,Delivery Truck,Furniture,Office Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Central,Texas,Houston,77036,2010/5/5,2010/5/9,-133.71,298.51,2010,5,5
548,0.04,3.08,0.99,3106,Alexander O'Brien,Regular Air,Office Supplies,Labels,Avery 481,Central,Texas,Houston,77041,2010/9/20,2010/9/21,36.02,236.87,2010,9,20
42658,0.08,5.28,2.99,3106,Alexander O'Brien,Regular Air,Office Supplies,Binders and Binder Accessories,"Wilson Jones 1"" Hanging DublLock? Ring Binders",Central,Texas,Houston,77041,2011/6/15,2011/6/15,-8.326,222.55,2011,6,15
54146,0.06,40.96,1.99,1999,Priscilla Kane,Regular Air,Technology,Computer Peripherals,Fuji 5.2GB DVD-RAM,Central,Texas,Houston,77070,2011/10/18,2011/10/23,-135.168,207.92,2011,10,18
90113,0.03,14.42,6.75,2274,Marlene Harrison,Express Air,Office Supplies,Appliances,Holmes Odor Grabber,Central,Texas,Houston,77036,2012/12/7,2012/12/10,17.085,191.1,2012,12,7
28482,0,4.28,6.72,1630,Jimmy Han,Regular Air,Office Supplies,Paper,Xerox 1927,Central,Texas,Houston,77095,2013/3/8,2013/3/8,-167.92,177.92,2013,3,8
10147,0.04,4.24,5.41,1630,Jimmy Han,Regular Air,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,Central,Texas,Houston,77095,2011/10/9,2011/10/10,-87.492,175.91,2011,10,9
28482,0.03,5.08,3.63,1630,Jimmy Han,Regular Air,Furniture,Office Furnishings,"Master Caster Door Stop, Gray",Central,Texas,Houston,77095,2011/3/8,2011/3/10,-27.39,119.63,2011,3,8
17317,0.06,4.42,4.99,1999,Priscilla Kane,Regular Air,Office Supplies,Envelopes,Grip Seal Envelopes,Central,Texas,Houston,77070,2013/12/3,2013/12/5,-20.87,69.32,2013,12,3
45924,0.02,24.95,2.99,1999,Priscilla Kane,Regular Air,Office Supplies,Binders and Binder Accessories,Large Capacity Hanging Post Binders,Central,Texas,Houston,77070,2011/12/21,2011/12/26,-11.7645,54.88,2011,12,21
36743,0.1,7.59,4,1999,Priscilla Kane,Regular Air,Furniture,Office Furnishings,"Master Giant Foot? Doorstop, Safety Yellow",Central,Texas,Houston,77070,2013/9/8,2013/9/9,-10.61,52.26,2013,9,8
10982,0,1.14,0.7,3106,Alexander O'Brien,Express Air,Office Supplies,Rubber Bands,OIC Thumb-Tacks,Central,Texas,Houston,77041,2013/12/10,2013/12/12,2.81,41.9,2013,12,10
48643,0.06,2.88,0.99,1999,Priscilla Kane,Regular Air,Office Supplies,Labels,Avery 474,Central,Texas,Houston,77070,2013/10/18,2013/10/20,0.13,39.11,2013,10,18
43745,0.04,3.55,1.43,1999,Priscilla Kane,Regular Air,Office Supplies,Rubber Bands,"Acco Clips to Go? Binder Clips, 24 Clips in Two Sizes",Central,Texas,Houston,77070,2013/11/1,2013/11/5,-4.91,19.88,2013,11,1
87207,0.01,550.98,64.59,1727,Juanita Ballard,Delivery Truck,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",East,Ohio,Kent,44240,2013/12/2,2013/12/4,-447.401931,9922.85,2013,12,2
87207,0.09,500.98,26,1727,Juanita Ballard,Delivery Truck,Furniture,Chairs & Chairmats,Global Troy? Executive Leather Low-Back Tilter,East,Ohio,Kent,44240,2013/12/2,2013/12/3,6058.5312,8780.48,2013,12,2
87202,0.03,205.99,5.99,1727,Juanita Ballard,Regular Air,Technology,Telephones and Communication,3285,East,Ohio,Kent,44240,2013/3/10,2013/3/12,885.9462,1283.98,2013,3,10
90950,0.06,155.99,3.9,3027,Brandon Gilliam,Regular Air,Technology,Telephones and Communication,T39m,West,Washington,Kent,98031,2013/4/23,2013/4/26,781.7286,1132.94,2013,4,23
88451,0.09,363.25,19.99,3062,Hilda Levine,Regular Air,Office Supplies,Appliances,Hoover WindTunnel? Plus Canister Vacuum,West,Washington,Kent,98031,2013/4/25,2013/4/25,294.39,680.95,2013,4,25
87201,0.05,45.99,2.5,1727,Juanita Ballard,Regular Air,Technology,Telephones and Communication,T61,East,Ohio,Kent,44240,2013/3/4,2013/3/5,336.4509,487.61,2013,3,4
87204,0,65.99,8.8,1727,Juanita Ballard,Regular Air,Technology,Telephones and Communication,6120,East,Ohio,Kent,44240,2013/4/13,2013/4/15,335.7747,486.63,2013,4,13
87203,0.09,34.76,8.22,1727,Juanita Ballard,Regular Air,Office Supplies,Storage & Organization,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",East,Ohio,Kent,44240,2013/4/12,2013/4/13,226.76,412.04,2013,4,12
